,NULL,文字说明,命令,系统
36,001,Python3机器学习实践：集成学习之LightGBM,https://zhuanlan.zhihu.com/p/53583034,all
37,001,Python3机器学习实践：集成学习之AdaBoost,https://zhuanlan.zhihu.com/p/53514358,all
38,001,为机器学习的入门者提供多种基于实例的sklearn、TensorFlow以及自编函数(AnFany)的ML算法程序。只要数据格式和例子的中的一样，程序可灵活调用。,https://github.com/Anfany/Machine-Learning-for-Beginner-by-Python3,all
39,001,TensorFlow、Pytorch和Keras的样例资源,https://zhuanlan.zhihu.com/p/51866340,all
40,001,十大机器挖掘算法白话总结（知乎）,https://zhuanlan.zhihu.com/p/147307853,all
41,001,文本摘要简叙述,https://zhuanlan.zhihu.com/p/84734784,all
42,001,一文弄懂AdaBoost、提升树、残差树、GDBT,https://zhuanlan.zhihu.com/p/59751960,all
43,001,什么是动态规划加习题（文字知乎）,https://www.zhihu.com/question/23995189/answer/1160796300,all
44,001,卷积神经网网络（微信公众号）,https://mp.weixin.qq.com/s/3A1fYW6p3KQPWaQKGSKYfA,all
45,001,可能是最容易理解的EM算法入门文章,https://zhuanlan.zhihu.com/p/61768577,all
46,001,这是我看过，最好懂的神经网络//白话机器学习算法,https://zhuanlan.zhihu.com/p/60018705,all
47,001,用Keras搭建卷积神经网络,https://zhuanlan.zhihu.com/p/53790130https://zhuanlan.zhihu.com/p/53790130,all
48,001,整合资料站点机器学习初学者（算法资源点）,http://www.ai-start.com/,all
49,001,入门资源汇总,https://zhuanlan.zhihu.com/p/95628574,all
50,001,极品资源汇总（github吴恩达李航西瓜书）,https://zhuanlan.zhihu.com/p/82868576,all
51,001,重磅|完备的AI学习路线，最详细的资源整理！,https://zhuanlan.zhihu.com/p/64052743,all
52,001,《Python机器学习基础教程》PDF代码+《白话机器学习算法》PDF中文+英文PDF+数据来源参考+《分布式机器学习算法理论与实践》PDF+《机器学习实战:基于Scikit-Learn和TensorFlow》PDF代码,https://www.yuque.com/baibinng/ctyewg/cli1n9,all
53,001,《FeatureEngineeringforMachineLearning》《特征工程》代码实现,https://zhuanlan.zhihu.com/p/76477083,all
54,001,配置阿里云jupyternotebook,https://zhuanlan.zhihu.com/p/66289330,all
55,001,Ubuntu18.04深度学习环境配置(简易方式),https://zhuanlan.zhihu.com/p/65809354,all
56,001,高斯混合模型（GMM）：理念，数学，EM算法和python实现,https://www.toutiao.com/i6819698036650803724/,all
57,001,靠谱的机器学习入门书,https://zhuanlan.zhihu.com/p/54671383,all
58,001,人工智能-阿尔法狗背后的简单原理：贝叶斯公式,https://www.toutiao.com/a6815481387055841795/?tt_frommobile_qq&utm_campaignclient_share&timestamp1592175986&appnews_article_social&utm_sourcemobile_qq&utm_mediumtoutiao_ios&use_new_style0&req_id202006150706260100140470392AE91CE9&group_id6815481387055841795,all
59,001,黑客是如何使用未Root的Android手机扫描网站漏洞,https://www.toutiao.com/a6792463951813673480/?tt_frommobile_qq&utm_campaignclient_share&timestamp1598918009&appnews_article_social&utm_sourcemobile_qq&utm_mediumtoutiao_ios&use_new_style1&req_id202009010753280100140460200D32D06F&group_id6792463951813673480,all
60,001,独立性检验,https://baike.baidu.com/item/独立性检验/4031921?fraladdin,all
61,001,PyTorch学这个就够了,https://www.bilibili.com/video/BV1Rv411y7oE?p5,all
62,001,因果推断入门,https://www.bilibili.com/video/BV1tf4y197nD?t545,all
63,001,第6天|10天搞定Python网络爬虫，爬盗墓笔记，牛,https://www.toutiao.com/a6889239902941250056/?tt_frommobile_qq&utm_campaignclient_share&timestamp1604440182&appnews_article_social&utm_sourcemobile_qq&utm_mediumtoutiao_ios&use_new_style1&req_id202011040549420102040280242E1035F4&group_id6889239902941250056s,all
64,001,如何使用Photon高效率提取网站数据,https://cloud.tencent.com/developer/news/301046,all
65,001,欧拉数e的python-matplotlib可视化,https://www.toutiao.com/a6880839468266291723/?tt_frommobile_qq&utm_campaignclient_share&timestamp1602095024&appnews_article_social&utm_sourcemobile_qq&utm_mediumtoutiao_ios&use_new_style1&req_id202010080223440101941000504A3D35D4&group_id6880839468266291723,all
66,001,matplotlib设置颜色、标记、线条，让你的图像更加丰富,https://www.toutiao.com/i6875871112136229389/,all
67,001,matplotlib绘图教程，设置标签与图例,https://www.toutiao.com/i6880322104860869133/,all
68,001,matplotlib，使用Python轻松做出各类图表,https://www.toutiao.com/i6871047178844897799/,all
69,001,30000字Matplotlib实操干货，38个案例带你从入门到进阶！,https://blog.csdn.net/lemonbit/article/details/109268847,all
70,001,14个Seaborn数据可视化图,https://www.toutiao.com/i6879923438241186317/,all
71,001,动态规划经典教学题编辑距离,https://www.toutiao.com/i6831719956095173127/,all
72,001,算法数据结构|图论基础算法——拓扑排序,https://www.toutiao.com/i6865509864550957571/,all
73,001,详解匈牙利算法与二分图匹配,https://www.toutiao.com/i6862165977010962957/,all
74,001,还在为并查集算法发愁？只需要四十行代码就够了,https://www.toutiao.com/i6821479403113939463/,all
75,001,学算法还能指导找对象？是的，这就是大名鼎鼎的稳定婚姻算法,https://www.toutiao.com/i6858070696577204750/,all
76,001,LeetCode89，因为题目晦涩而被点了1500+反对的搜索问题,https://www.toutiao.com/i6856973565598630411/,all
77,001,算法数据结构|只要30行代码，实现快速匹配字符串的KMP算法,https://www.toutiao.com/i6854730621588242951/,all
78,001,博弈论|详解搞定组合博弈问题的SG函数,https://www.toutiao.com/i6846943149185565188/,all
79,001,博弈论Nim取子问题，困扰千年的问题一行代码解决,https://www.toutiao.com/i6843996776731509261/,all
80,001,每个人都能读懂的最小生成树算法（Kruskal）,https://www.toutiao.com/i6824074861153878539/,all
81,001,最小生成树的本质是什么？Prim算法道破天机,https://www.toutiao.com/i6826878359918608908/,all
82,001,数据结构|30行代码，手把手带你实现Trie树,https://www.toutiao.com/i6851151556264329736/,all
83,001,博弈论——两人取子游戏与威佐夫博弈，隐藏在背后的黄金分割,https://www.toutiao.com/i6840281316097786372/,all
84,001,只用一行代码就能搞定，博弈论究竟是什么神仙算法？,https://www.toutiao.com/i6837681014911795715/,all
85,001,pythongit基础操作,https://www.cnblogs.com/binw/p/12028423.html,all
86,001,一文四种方法学会文本预处理干货,https://www.toutiao.com/a6890873327120810504/?tt_frommobile_qq&utm_campaignclient_share&timestamp1604439912&appnews_article_social&utm_sourcemobile_qq&utm_mediumtoutiao_ios&use_new_style1&req_id2020110405451101020208608654100400&group_id6890873327120810504,all
87,001,机器学习基础——详解自然语言处理之tf-idf,https://www.toutiao.com/i6800138285566919175/,all
88,001,图解Transformer（完整版）！,https://mp.weixin.qq.com/s/cJqhESxTMy5cfj0EXh9s4w,all
89,001,【NLP】图解BERT预训练模型！,https://mp.weixin.qq.com/s/hDo1nBq5ySXyJ_uZpafADw,all
90,001,在PyTorch中使用Seq2Seq构建的神经机器翻译模型,https://www.toutiao.com/i6873617938365022732/,all
91,001,机器学习基础——简单易懂的K邻近算法，根据邻居“找自己”,https://www.toutiao.com/i6802743251511017997/,all
92,001,机器学习基础——笔试面试常考的Kmeans聚类算法,https://www.toutiao.com/i6805339775944360462/,all
93,001,详解Kmeans算法的经典优化——mini-batch和Kmeans++,https://www.toutiao.com/i6807937402024231427/,all
94,001,讲透机器学习中的梯度下降,https://www.toutiao.com/i6792355052896911884/,all
95,001,机器学习基础——线性回归公式推导（附代码和演示图）,https://www.toutiao.com/i6789758440169275908/,all
96,001,详解机器学习损失函数之交叉熵,https://www.toutiao.com/i6797555451723514382/,all
97,001,机器学习——一文详解逻辑回归「附详细推导和代码,https://www.toutiao.com/i6794951283099828749/,all
98,001,PCA算法|数据集特征数量太多怎么办？用这个算法对它降维打击,https://www.toutiao.com/i6846591085473432076/,all
99,001,机器学习十大经典算法之EM算法,https://www.toutiao.com/a6810550883361751560/?tt_frommobile_qq&utm_campaignclient_share&timestamp1602242019&appnews_article_social&utm_sourcemobile_qq&utm_mediumtoutiao_ios&use_new_style1&req_id2020100919133801001006217211118E56&group_id6810550883361751560,all
100,001,机器学习基础——一篇文章让你学会朴素贝叶斯模型,https://www.toutiao.com/i6781949890726461965/,all
101,001,机器学习基础——带你实战朴素贝叶斯模型文本分类,https://www.toutiao.com/i6784550895540503052/,all
102,001,手把手教你用ID3算法实现决策树模型,https://www.toutiao.com/i6829465601908408846/,all
103,001,深入了解机器学习决策树模型——C4.5算法,https://www.toutiao.com/i6832081123942597123/,all
104,001,机器学习十大经典算法之一——决策树CART算法,https://www.toutiao.com/i6835072343438524941/,all
105,001,机器学习——手把手教你用Python实现回归树模型,https://www.toutiao.com/i6837283834531152395/,all
106,001,机器学习——动手从决策树实现随机森林,https://www.toutiao.com/i6843600501280342532/,all
107,001,机器学习——打开集成方法的大门，手把手带你实现AdaBoost模型,https://www.toutiao.com/i6839881862265963015/,all
108,001,机器学习|简介推荐场景中的协同过滤算法，以及SVD的使用,https://www.toutiao.com/i6854363998389797389/,all
109,001,机器学习|SVD矩阵分解算法，对矩阵做拆分，然后呢？,https://www.toutiao.com/i6850285956772151816/,all
110,001,推荐系统基础：使用PyTorch进行矩阵分解,https://www.toutiao.com/a6868423019627446791/?tt_frommobile_qq&utm_campaignclient_share&timestamp1601735655&appnews_article_social&utm_sourcemobile_qq&utm_mediumtoutiao_ios&use_new_style1&req_id202010032234140100140460231A7941BB&group_id6868423019627446791,all
111,001,强化学习的最基本概念马尔可夫决策过程简介,https://www.toutiao.com/i6890706150027690508/,all
112,001,理解强化学习,https://www.toutiao.com/i6884388360975024643/,all
113,001,使用卡尔曼滤波平滑时间序列，提高时序预测的准确率,https://www.toutiao.com/i6873249961551593996/,all
114,001,逐步实现卡尔曼滤波器,https://www.toutiao.com/a6666758827133633036/?tt_frommobile_qq&utm_campaignclient_share&timestamp1604442666&appnews_article_social&utm_sourcemobile_qq&utm_mediumtoutiao_ios&use_new_style1&req_id202011040631050102040551590710CE76&group_id6666758827133633036,all
115,001,利用Python纯手工实现蒙特卡洛集成,https://www.toutiao.com/a6858439350196109832/?tt_frommobile_qq&utm_campaignclient_share&timestamp1604441604&appnews_article_social&utm_sourcemobile_qq&utm_mediumtoutiao_ios&use_new_style1&req_id202011040613240100110601051210989A&group_id6858439350196109832,all
116,001,MCMC、蒙特卡洛近似和Metropolis算法简介,https://www.toutiao.com/i6888096894002659848/,all
117,001,混淆矩阵、AUC、ROC，傻傻分不清楚？来看这篇就对了,https://www.toutiao.com/i6821113508365599243/,all
118,001,随机游走deepinwalk,https://toutiao.com/group/6766104546411282947/?appnews_article_social&timestamp1604504071&use_new_style1&req_id20201104233430010202086095500C9B80&group_id6766104546411282947&tt_frommobile_qq&utm_sourcemobile_qq&utm_mediumtoutiao_ios&utm_campaignclient_share,all
119,001,把贝叶斯、奥卡姆和香农约一块儿，探讨下机器学习的定义,https://www.toutiao.com/a6599483650624979469/?tt_frommobile_qq&utm_campaignclient_share&timestamp1604466377&appnews_article_social&utm_sourcemobile_qq&utm_mediumtoutiao_ios&use_new_style1&req_id202011041306160101941000984F0487DD&group_id6599483650624979469,all
120,001,分布式初探——判断因果关系的向量时钟算法,https://www.toutiao.com/i6790914312366981645/,all
121,001,算法浅谈——怎么样才最有可能选中真命天子呢？,https://www.toutiao.com/i6782317040599302667/,all
122,001,大数据算法——布隆过滤器,https://www.toutiao.com/i6793479259584201229/,all
123,001,详解十大数据挖掘算法之Apriori,https://www.toutiao.com/i6823687838966481421/,all
124,001,嫌弃Apriori算法太慢？使用FP-growth算法让你的数据挖掘快到飞起,https://www.toutiao.com/i6826532031598428679/,all
125,001,机器学习基础——搜索引擎的原理和架构,https://www.toutiao.com/i6774186269447553540/,all
126,001,机器学习基础——倒排索引与搜索引擎,https://www.toutiao.com/i6779357267008422411/,all
127,001,线性代数精华1——从行列式开始,https://www.toutiao.com/i6773880253216457219/,all
128,001,线性代数精华2——逆矩阵的推导过程,https://www.toutiao.com/i6776386518664610316/,all
129,001,线性代数精华——矩阵的特征值与特征向量,https://www.toutiao.com/i6789385468623454731/,all
130,001,线性代数精华——从正交向量到正交矩阵,https://www.toutiao.com/i6784184747057742349/,all
131,001,线性代数精华——向量的线性相关与空间的基,https://www.toutiao.com/i6781600877087031811/,all
132,001,线性代数精华——讲透矩阵的初等变换与矩阵的秩,https://www.toutiao.com/i6778986164608041486/,all
133,001,概率统计——三扇门游戏与贝叶斯定理,https://www.toutiao.com/i6777502420638368269/,all
134,001,概率统计——期望、方差与最小二乘法,https://www.toutiao.com/i6785427364705731076/,all
135,001,举一个“栗子”讲清楚泊松分布,https://www.toutiao.com/i6824482764264309256/,all
136,001,方差、协方差与皮尔逊值,https://www.toutiao.com/i6827244269888078339/,all
137,001,概率统计——讲透最经典的三种概率分布,https://www.toutiao.com/i6782691198655005187/,all
138,001,概率统计——为什么条件概率的结果总和直觉不同？,https://www.toutiao.com/i6780096068609638916/,all
139,001,高等数学——讲透求极限两大方法，夹逼法与换元法,https://www.toutiao.com/i6787896676695671308/,all
140,001,高等数学——导数的定义和常见导数,https://www.toutiao.com/i6790548985800032775/,all
141,001,高等数学——复杂函数的求导方法,https://www.toutiao.com/i6793099291201110535/,all
142,001,高等数学——详解洛必达法则,https://www.toutiao.com/i6798297347559260686/,all
143,001,看完这篇让你高数不挂科之——泰勒公式,https://www.toutiao.com/i6800919131072758286/,all
144,001,一文讲透高数中的微分中值定理,https://www.toutiao.com/i6795689897442148868/,all
145,001,从辗转相除法到求逆元，数论算法初体验,https://www.toutiao.com/i6832812368334946824/,all
146,001,快速求解方程的根——二分法与牛顿迭代法,https://www.toutiao.com/i6803484894719640078/,all
147,001,高等数学——推导牛顿莱布尼茨定积分公式,https://www.toutiao.com/i6819268202388783627/,all
148,001,高等数学——微积分中的不定积分,https://www.toutiao.com/i6806082876128363019/,all
149,001,高等数学——求解不定积分的经典换元法,https://www.toutiao.com/i6808689403251130888/,all
150,001,10行实现最短路算法——Dijkstra,https://www.toutiao.com/i6870678228881637902/,all
151,001,10行代码实现的最短路算法—Bellmanford与SPFA,https://www.toutiao.com/i6868462514028413447/,all
152,001,LeetCode专题——详解搜索算法中的搜索策略和剪枝,https://www.toutiao.com/i6804264995354837511/,all
153,001,算法浅谈——走迷宫问题与广度优先搜索,https://www.toutiao.com/i6803120927987991048/,all
154,001,算法例题——从搜索算法推导到贪心,https://www.toutiao.com/i6809805552554623491/,all
155,001,学习Numpy，看这篇文章就够啦,https://www.toutiao.com/a6867453951122342412/?tt_frommobile_qq&utm_campaignclient_share&timestamp1604440488&appnews_article_social&utm_sourcemobile_qq&utm_mediumtoutiao_ios&use_new_style1&req_id202011040554470100140472091D105313&group_id6867453951122342412,all
156,001,每个数据科学家都应该知道的20个NumPy操作,https://www.toutiao.com/i6867315542043623949/,all
157,001,Numpy中这些基础的api你都会用吗？,https://www.toutiao.com/i6838032780203393539/,all
158,001,pythonpandas速查手册,https://www.toutiao.com/a6795410391703749123/?tt_frommobile_qq&utm_campaignclient_share&timestamp1604441723&appnews_article_social&utm_sourcemobile_qq&utm_mediumtoutiao_ios&use_new_style1&req_id202011040615230102040570914A107496&group_id6795410391703749123,all
159,001,Python专题——详解enumerate与zip用法,https://www.toutiao.com/i6807566646958359044/,all
160,001,Python——五分钟带你弄懂迭代器与生成器，夯实代码能力,https://www.toutiao.com/i6802378943606292996/,all
161,001,Python项目代码写完了，然后怎么打包和发布？,https://www.toutiao.com/a6858439350196109832/?tt_frommobile_qq&utm_campaignclient_share&timestamp1604441604&appnews_article_social&utm_sourcemobile_qq&utm_mediumtoutiao_ios&use_new_style1&req_id202011040613240100110601051210989A&group_id6858439350196109832,all
162,001,数学证明深度学习激活函数从Softmax到Sparsemax,https://www.toutiao.com/a6872268013207290376/?tt_frommobile_qq&utm_campaignclient_share&timestamp1604440735&appnews_article_social&utm_sourcemobile_qq&utm_mediumtoutiao_ios&use_new_style1&req_id202011040558550102020880313C103AF4&group_id6872268013207290376,all
163,001,shell中最强大，实用的命令awk，梳理清楚就是这么简单,https://www.toutiao.com/a6710130734595572231/?tt_frommobile_qq&utm_campaignclient_share&timestamp1602242156&appnews_article_social&utm_sourcemobile_qq&utm_mediumtoutiao_ios&use_new_style1&req_id202010091915560100120210161B123A47&group_id6710130734595572231,all
164,001,60题PyTorch简易入门指南，做技术的弄潮儿,https://zhuanlan.zhihu.com/p/250649565?utm_sourceZHShareTargetIDMore&utm_mediumsocial&utm_oi737646268834152448,all
165,001,图神经网络之神器——PyTorchGeometric上手&实战,https://zhuanlan.zhihu.com/p/94491664?utm_sourceZHShareTargetIDMore&utm_mediumsocial&utm_oi737646268834152448,all
166,001,让机器学习自动帮我们建模，这4个Python库能让你大开眼界,https://www.toutiao.com/a6873417340151824904/?tt_frommobile_qq&utm_campaignclient_share&timestamp1602342618&appnews_article_social&utm_sourcemobile_qq&utm_mediumtoutiao_ios&use_new_style1&req_id20201010231017010014041155071AD2E5&group_id6873417340151824904,all
167,001,到底什么是A/B测试？腾讯数据分析师手把手教你设计A/B测试,https://www.toutiao.com/a6885912853551940099/?tt_frommobile_qq&utm_campaignclient_share&timestamp1603639215&appnews_article_social&utm_sourcemobile_qq&utm_mediumtoutiao_ios&use_new_style1&req_id202010252320140100140632281C19A0E4&group_id6885912853551940099,all
168,001,知识蒸馏：如何用一个神经网络训练另一个神经网络,https://www.toutiao.com/a6888480635548074507/?tt_frommobile_qq&utm_campaignclient_share&timestamp1603906022&appnews_article_social&utm_sourcemobile_qq&utm_mediumtoutiao_ios&use_new_style1&req_id2020102901270101020208805249138441&group_id6888480635548074507,all
169,001,如何检查服务器是否被入侵？,https://www.wukong.com/answer/6756151970723004679/,all
170,001,LightGBM的参数详解以及如何调优,https://www.toutiao.com/i6870295900175106563/,all
171,001,详解command设计模式，解耦操作和回滚,https://www.toutiao.com/i6884035774665196039/,all
172,001,设计模式|Catalog设计模式，抵御业务方需求变动,https://www.toutiao.com/i6873641658370490891/,all
173,001,详解工程师不可不会的LRU缓存淘汰算法,https://www.toutiao.com/i6883291035523351047/,all
174,001,Python进阶——详解元类，metaclass的原理和用法,https://www.toutiao.com/i6839511956634731020/,all
175,001,怎么在Python装饰器中自定义功能呢？用这种方法让你“为所欲为”,https://www.toutiao.com/i6826336579242426887/,all
176,001,Python装饰器不会传参？别着急，这篇文章为你解惑,https://www.toutiao.com/i6823371614067884556/,all
177,001,Python——详解collections工具库,https://www.toutiao.com/i6799776825686884871/,all
178,001,一文搞定Python装饰器，看完面试不再慌,https://www.toutiao.com/i6820922415606923784/,all
